mens,Frederik Wandahl,DEN,RBH,1,1,140
mens,Fredrik Dversnes,NOR,UXM,3,4,210
mens,Frits Biesterbos,NED,TPP,1,0,0
mens,Gabin Gicquel,FRA,VDU,1,0,0
mens,Gabriele Bessega,ITA,PTV,1,0,0
mens,Gabriele Raccagni,ITA,PTV,1,1,0
mens,Gabriele Scagliola,ITA,LTF,1,0,0
mens,Gal Glivar,SLO,APT,1,1,0
mens,Gari Ugarte,ESP,EUS,1,0,0
mens,Gauthier Servranckx,BEL,SQD,1,0,0
mens,Gavin Hlady,USA,EFA,1,0,0
mens,Genji Iwamura,JPN,TFD,1,0,0
mens,Genki Yamamoto,JPN,KIN,1,1,0
mens,Geoffrey Bouchard,FRA,TEN,1,1,30
mens,Geoffrey Soupe,FRA,ZZZ,1,1,0
mens,Georg Steinhauser,GER,EFE,1,2,10
mens,Georg Zimmermann,GER,LOI,1,1,115
mens,George Bennett,NZL,NSN,1,3,30
mens,George Jackson,NZL,NZP,1,1,0
mens,Georgios Bouglas,GRE,BBH,1,1,100
mens,Geraint Thomas,GBR,ZZZ,1,4,0
mens,Gerben Kuypers,BEL,XYZ,1,1,0
mens,Gerben Thijssen,BEL,APT,3,8,195
mens,Germán Darío Gómez,COL,PTV,1,1,0
mens,German Nicolas Tivani,ISR,ALL,1,1,0
mens,Giacomo Nizzolo,ITA,ZZZ,1,1,130
mens,Giacomo Rosato,ITA,BVD,1,0,0
mens,Giacomo Serangeli,ITA,HBG,1,0,0
mens,Giacomo Villa,ITA,PTL,1,1,0
mens,Gianluca Brambilla,ITA,ZZZ,1,1,150
mens,Gianluca Pollefliet,BEL,DCT,1,1,0
mens,Gianmarco Garofoli,ITA,SOQ,2,1,115
mens,Gianni Marchand,BEL,TIS,1,1,0
mens,Gianni Moscon,ITA,RBH,1,1,0
mens,Gianni Vermeersch,BEL,RBH,4,4,390
mens,Gijs Leemreize,NED,TPP,1,1,0
mens,Gijs Schoonvelde,NED,RBC,1,0,0
mens,Gijs Van Hoecke,BEL,ZZZ,1,1,0
mens,Gil Gelders,BEL,SOQ,1,1,0
